"marker","marker_label","units","higher_is","sex_code","sex","source","provisional","row_type","age","n_band","mean","sd","p25","p75","fit","lo50","hi50","k","q","s_pooled","age_min","age_max","n_total","n_bands"
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",60,NA,NA,NA,NA,NA,0.5933,0.535,0.6516,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",60.5,NA,NA,NA,NA,NA,0.5941,0.5358,0.6524,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",61,NA,NA,NA,NA,NA,0.5949,0.5366,0.6532,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",61.5,NA,NA,NA,NA,NA,0.5957,0.5374,0.654,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",62,NA,NA,NA,NA,NA,0.5965,0.5382,0.6548,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",62.5,NA,NA,NA,NA,NA,0.5974,0.539,0.6557,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",63,NA,NA,NA,NA,NA,0.5982,0.5399,0.6565,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",63.5,NA,NA,NA,NA,NA,0.599,0.5407,0.6573,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",64,NA,NA,NA,NA,NA,0.5998,0.5415,0.6581,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",64.5,NA,NA,NA,NA,NA,0.6006,0.5423,0.6589,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",65,NA,NA,NA,NA,NA,0.6014,0.5431,0.6597,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",65.5,NA,NA,NA,NA,NA,0.6023,0.544,0.6606,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",66,NA,NA,NA,NA,NA,0.6031,0.5448,0.6614,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",66.5,NA,NA,NA,NA,NA,0.6039,0.5456,0.6622,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",67,NA,NA,NA,NA,NA,0.6047,0.5464,0.663,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",67.5,NA,NA,NA,NA,NA,0.6055,0.5472,0.6638,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",68,NA,NA,NA,NA,NA,0.6063,0.548,0.6647,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",68.5,NA,NA,NA,NA,NA,0.6072,0.5489,0.6655,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",69,NA,NA,NA,NA,NA,0.608,0.5497,0.6663,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",69.5,NA,NA,NA,NA,NA,0.6088,0.5505,0.6671,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",70,NA,NA,NA,NA,NA,0.6096,0.5513,0.6679,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",70.5,NA,NA,NA,NA,NA,0.6104,0.5521,0.6687,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",71,NA,NA,NA,NA,NA,0.6113,0.5529,0.6696,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",71.5,NA,NA,NA,NA,NA,0.6121,0.5538,0.6704,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",72,NA,NA,NA,NA,NA,0.6129,0.5546,0.6712,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",72.5,NA,NA,NA,NA,NA,0.6137,0.5554,0.672,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",73,NA,NA,NA,NA,NA,0.6145,0.5562,0.6728,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",73.5,NA,NA,NA,NA,NA,0.6153,0.557,0.6736,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",74,NA,NA,NA,NA,NA,0.6162,0.5579,0.6745,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",74.5,NA,NA,NA,NA,NA,0.617,0.5587,0.6753,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",75,NA,NA,NA,NA,NA,0.6178,0.5595,0.6761,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",75.5,NA,NA,NA,NA,NA,0.6186,0.5603,0.6769,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",76,NA,NA,NA,NA,NA,0.6194,0.5611,0.6777,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",76.5,NA,NA,NA,NA,NA,0.6202,0.5619,0.6785,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",77,NA,NA,NA,NA,NA,0.6211,0.5628,0.6794,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",77.5,NA,NA,NA,NA,NA,0.6219,0.5636,0.6802,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",78,NA,NA,NA,NA,NA,0.6227,0.5644,0.681,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",78.5,NA,NA,NA,NA,NA,0.6235,0.5652,0.6818,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",79,NA,NA,NA,NA,NA,0.6243,0.566,0.6826,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",79.5,NA,NA,NA,NA,NA,0.6251,0.5668,0.6835,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",1,"Men","NHANES 2011-2014",FALSE,"fit",80,NA,NA,NA,NA,NA,0.626,0.5677,0.6843,0.001635,0.4952,0.0864,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",18,NA,NA,NA,NA,NA,0.5604,0.4909,0.6298,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",18.5,NA,NA,NA,NA,NA,0.5611,0.4917,0.6306,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",19,NA,NA,NA,NA,NA,0.5618,0.4924,0.6313,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",19.5,NA,NA,NA,NA,NA,0.5626,0.4931,0.632,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",20,NA,NA,NA,NA,NA,0.5633,0.4938,0.6327,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",20.5,NA,NA,NA,NA,NA,0.564,0.4946,0.6335,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",21,NA,NA,NA,NA,NA,0.5647,0.4953,0.6342,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",21.5,NA,NA,NA,NA,NA,0.5655,0.496,0.6349,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",22,NA,NA,NA,NA,NA,0.5662,0.4967,0.6357,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",22.5,NA,NA,NA,NA,NA,0.5669,0.4975,0.6364,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",23,NA,NA,NA,NA,NA,0.5676,0.4982,0.6371,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",23.5,NA,NA,NA,NA,NA,0.5684,0.4989,0.6378,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",24,NA,NA,NA,NA,NA,0.5691,0.4996,0.6386,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",24.5,NA,NA,NA,NA,NA,0.5698,0.5004,0.6393,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",25,NA,NA,NA,NA,NA,0.5705,0.5011,0.64,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",25.5,NA,NA,NA,NA,NA,0.5713,0.5018,0.6407,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",26,NA,NA,NA,NA,NA,0.572,0.5025,0.6415,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",26.5,NA,NA,NA,NA,NA,0.5727,0.5033,0.6422,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",27,NA,NA,NA,NA,NA,0.5734,0.504,0.6429,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",27.5,NA,NA,NA,NA,NA,0.5742,0.5047,0.6436,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",28,NA,NA,NA,NA,NA,0.5749,0.5054,0.6444,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",28.5,NA,NA,NA,NA,NA,0.5756,0.5062,0.6451,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",29,NA,NA,NA,NA,NA,0.5764,0.5069,0.6458,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",29.5,NA,NA,NA,NA,NA,0.5771,0.5076,0.6465,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",30,NA,NA,NA,NA,NA,0.5778,0.5083,0.6473,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",30.5,NA,NA,NA,NA,NA,0.5785,0.5091,0.648,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",31,NA,NA,NA,NA,NA,0.5793,0.5098,0.6487,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",31.5,NA,NA,NA,NA,NA,0.58,0.5105,0.6494,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",32,NA,NA,NA,NA,NA,0.5807,0.5112,0.6502,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",32.5,NA,NA,NA,NA,NA,0.5814,0.512,0.6509,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",33,NA,NA,NA,NA,NA,0.5822,0.5127,0.6516,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",33.5,NA,NA,NA,NA,NA,0.5829,0.5134,0.6523,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",34,NA,NA,NA,NA,NA,0.5836,0.5141,0.6531,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",34.5,NA,NA,NA,NA,NA,0.5843,0.5149,0.6538,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",35,NA,NA,NA,NA,NA,0.5851,0.5156,0.6545,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",35.5,NA,NA,NA,NA,NA,0.5858,0.5163,0.6552,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",36,NA,NA,NA,NA,NA,0.5865,0.5171,0.656,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",36.5,NA,NA,NA,NA,NA,0.5872,0.5178,0.6567,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",37,NA,NA,NA,NA,NA,0.588,0.5185,0.6574,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",37.5,NA,NA,NA,NA,NA,0.5887,0.5192,0.6581,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",38,NA,NA,NA,NA,NA,0.5894,0.52,0.6589,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",38.5,NA,NA,NA,NA,NA,0.5901,0.5207,0.6596,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",39,NA,NA,NA,NA,NA,0.5909,0.5214,0.6603,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",39.5,NA,NA,NA,NA,NA,0.5916,0.5221,0.661,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",40,NA,NA,NA,NA,NA,0.5923,0.5229,0.6618,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",40.5,NA,NA,NA,NA,NA,0.593,0.5236,0.6625,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",41,NA,NA,NA,NA,NA,0.5938,0.5243,0.6632,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",41.5,NA,NA,NA,NA,NA,0.5945,0.525,0.6639,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",42,NA,NA,NA,NA,NA,0.5952,0.5258,0.6647,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",42.5,NA,NA,NA,NA,NA,0.5959,0.5265,0.6654,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",43,NA,NA,NA,NA,NA,0.5967,0.5272,0.6661,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",43.5,NA,NA,NA,NA,NA,0.5974,0.5279,0.6669,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",44,NA,NA,NA,NA,NA,0.5981,0.5287,0.6676,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",44.5,NA,NA,NA,NA,NA,0.5988,0.5294,0.6683,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",45,NA,NA,NA,NA,NA,0.5996,0.5301,0.669,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",45.5,NA,NA,NA,NA,NA,0.6003,0.5308,0.6698,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",46,NA,NA,NA,NA,NA,0.601,0.5316,0.6705,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",46.5,NA,NA,NA,NA,NA,0.6017,0.5323,0.6712,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",47,NA,NA,NA,NA,NA,0.6025,0.533,0.6719,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",47.5,NA,NA,NA,NA,NA,0.6032,0.5337,0.6727,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",48,NA,NA,NA,NA,NA,0.6039,0.5345,0.6734,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",48.5,NA,NA,NA,NA,NA,0.6046,0.5352,0.6741,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",49,NA,NA,NA,NA,NA,0.6054,0.5359,0.6748,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",49.5,NA,NA,NA,NA,NA,0.6061,0.5366,0.6756,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",50,NA,NA,NA,NA,NA,0.6068,0.5374,0.6763,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",50.5,NA,NA,NA,NA,NA,0.6076,0.5381,0.677,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",51,NA,NA,NA,NA,NA,0.6083,0.5388,0.6777,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",51.5,NA,NA,NA,NA,NA,0.609,0.5395,0.6785,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",52,NA,NA,NA,NA,NA,0.6097,0.5403,0.6792,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",52.5,NA,NA,NA,NA,NA,0.6105,0.541,0.6799,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",53,NA,NA,NA,NA,NA,0.6112,0.5417,0.6806,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",53.5,NA,NA,NA,NA,NA,0.6119,0.5424,0.6814,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",54,NA,NA,NA,NA,NA,0.6126,0.5432,0.6821,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",54.5,NA,NA,NA,NA,NA,0.6134,0.5439,0.6828,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",55,NA,NA,NA,NA,NA,0.6141,0.5446,0.6835,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",55.5,NA,NA,NA,NA,NA,0.6148,0.5454,0.6843,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",56,NA,NA,NA,NA,NA,0.6155,0.5461,0.685,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",56.5,NA,NA,NA,NA,NA,0.6163,0.5468,0.6857,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",57,NA,NA,NA,NA,NA,0.617,0.5475,0.6864,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",57.5,NA,NA,NA,NA,NA,0.6177,0.5483,0.6872,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",58,NA,NA,NA,NA,NA,0.6184,0.549,0.6879,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",58.5,NA,NA,NA,NA,NA,0.6192,0.5497,0.6886,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",59,NA,NA,NA,NA,NA,0.6199,0.5504,0.6893,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",59.5,NA,NA,NA,NA,NA,0.6206,0.5512,0.6901,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",60,NA,NA,NA,NA,NA,0.6213,0.5519,0.6908,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",60.5,NA,NA,NA,NA,NA,0.6221,0.5526,0.6915,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",61,NA,NA,NA,NA,NA,0.6228,0.5533,0.6922,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",61.5,NA,NA,NA,NA,NA,0.6235,0.5541,0.693,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",62,NA,NA,NA,NA,NA,0.6242,0.5548,0.6937,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",62.5,NA,NA,NA,NA,NA,0.625,0.5555,0.6944,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",63,NA,NA,NA,NA,NA,0.6257,0.5562,0.6952,0.001451,0.5343,0.103,18,80,NA,0
"whtr","Waist-to-height ratio","ratio","older",2,"Women","NHANES 2011-2014",FALSE,"fit",63.5,NA,NA,NA,NA,NA,0.6264,0.557,0.6959,0.001451,0.5343,0.103,18,80,NA,0
